hbm_id,cycles,mem_cycles,avg_latency,repair_none,repair_layer_a,repair_layer_b,repair_layer_c,repair_layer_d,total_repaired,K,bad_banks,ded_rows
1119,3695363.0,3695905.0,26.10206865625,586934,0,38,1,0,39,0,0,666
1120,3695333.0,3695884.0,26.10144971875,585830,4,52,3,1084,1143,33,1,682
1121,3695305.0,3695874.0,26.10118591875,581393,1,45,1,5533,5580,162,5,673
1122,3695338.0,3695890.0,26.101054425,583571,0,42,1,3359,3402,97,3,655
1123,3695363.0,3695905.0,26.10206865625,586936,0,36,1,0,37,0,0,686
1124,3695324.0,3695899.0,26.10138844375,585845,0,44,5,1079,1128,33,1,686
1125,3695363.0,3695905.0,26.10206865625,586917,0,52,4,0,56,0,0,689
1126,3695288.0,3695897.0,26.10083043125,570901,0,36,1,16035,16072,461,14,666
1127,3695357.0,3695907.0,26.10129714375,585849,0,68,0,1056,1124,33,1,677
1128,3695322.0,3695901.0,26.10154163125,585834,0,57,2,1080,1139,33,1,703
1129,3695363.0,3695905.0,26.10206865625,586930,0,40,3,0,43,0,0,672
1130,3695296.0,3695894.0,26.10134304375,584593,1,61,0,2318,2380,65,2,672
1131,3695333.0,3695895.0,26.10135365,574309,0,51,0,12613,12664,360,11,644
1132,3695314.0,3695895.0,26.10074256875,571541,1,49,4,15378,15432,427,13,676
1133,3695317.0,3695878.0,26.10130955,569982,0,51,1,16939,16991,495,15,635
1134,3695316.0,3695904.0,26.10105908125,580015,0,56,3,6899,6958,195,6,640
1135,3695283.0,3695890.0,26.10118424375,577357,2,52,1,9561,9616,261,8,674
1136,3695326.0,3695901.0,26.10141491875,584687,0,49,2,2235,2286,65,2,699
1137,3695327.0,3695893.0,26.10127031875,571979,1,46,3,14944,14994,427,13,671
1138,3695363.0,3695905.0,26.10206865625,586908,1,63,1,0,65,0,0,656
1139,3695331.0,3695906.0,26.1014111,569895,0,48,1,17029,17078,495,15,650
1140,3695290.0,3695888.0,26.101418975,578997,0,42,0,7934,7976,228,7,679
1141,3695301.0,3695912.0,26.101268525000002,569235,2,55,1,17680,17738,495,15,674
1142,3695267.0,3695872.0,26.101192474999998,581324,1,40,2,5606,5649,162,5,673
1143,3695302.0,3695891.0,26.101228825,580009,1,68,0,6895,6964,195,6,707
1144,3695342.0,3695897.0,26.1013522125,578761,0,50,3,8159,8212,228,7,652
1145,3695305.0,3695877.0,26.101050725,574341,1,45,0,12586,12632,360,11,693
1146,3695363.0,3695905.0,26.10206865625,586922,0,51,0,0,51,0,0,682
1147,3695296.0,3695902.0,26.10134851875,584646,1,54,3,2269,2327,65,2,704
1148,3695290.0,3695859.0,26.101080775,579133,0,37,3,7800,7840,228,7,697
1149,3695363.0,3695905.0,26.10206865625,586928,2,38,5,0,45,0,0,683
1150,3695363.0,3695905.0,26.10206865625,586916,6,50,1,0,57,0,0,693
1151,3695314.0,3695900.0,26.10128866875,578896,0,43,3,8031,8077,228,7,705
1152,3695329.0,3695904.0,26.1014354125,585842,0,43,2,1086,1131,33,1,659
1153,3695333.0,3695902.0,26.10130918125,582311,0,32,3,4627,4662,130,4,657
1154,3695363.0,3695905.0,26.10206865625,586919,0,52,2,0,54,0,0,657
1155,3695340.0,3695902.0,26.10136878125,585748,1,66,1,1157,1225,33,1,679
1156,3695363.0,3695905.0,26.10206865625,586922,0,47,4,0,51,0,0,670
1157,3695290.0,3695887.0,26.101248375,575740,0,46,2,11185,11233,327,10,666
1158,3695316.0,3695897.0,26.10122143125,585878,0,50,4,1041,1095,33,1,677
1159,3695326.0,3695892.0,26.10146343125,585829,0,45,2,1097,1144,33,1,648
1160,3695363.0,3695905.0,26.10206865625,586918,0,50,5,0,55,0,0,706
1161,3695329.0,3695893.0,26.1011554,585738,0,58,3,1174,1235,33,1,706
1162,3695363.0,3695905.0,26.10206865625,586925,0,48,0,0,48,0,0,708
1163,3695363.0,3695905.0,26.10206865625,586936,1,34,2,0,37,0,0,686
1164,3695363.0,3695905.0,26.10206865625,586933,0,40,0,0,40,0,0,682
1165,3695298.0,3695896.0,26.1013227625,583510,0,39,1,3423,3463,97,3,665
1166,3695363.0,3695905.0,26.10206865625,586921,0,51,1,0,52,0,0,660
1167,3695363.0,3695905.0,26.10206865625,586933,0,39,1,0,40,0,0,686
1168,3695315.0,3695894.0,26.10091829375,582394,1,45,1,4532,4579,130,4,685
1169,3695325.0,3695900.0,26.10133005,574366,0,48,3,12556,12607,360,11,666
1170,3695322.0,3695901.0,26.10122930625,580934,0,58,2,5979,6039,162,5,689
1171,3695323.0,3695900.0,26.10138474375,575071,1,42,3,11856,11902,327,10,669
1172,3695349.0,3695901.0,26.1013206125,576784,0,48,0,10141,10189,294,9,668
1173,3695292.0,3695864.0,26.10123980625,571144,0,53,0,15776,15829,461,14,625
1175,3695301.0,3695878.0,26.10129523125,571825,1,44,2,15101,15148,427,13,619
1176,3695323.0,3695877.0,26.100971825,584382,0,48,2,2541,2591,65,2,672
1177,3695285.0,3695895.0,26.10105049375,583470,2,55,2,3444,3503,97,3,699
1178,3695351.0,3695899.0,26.101269000000002,569896,1,42,2,17032,17077,495,15,642
1179,3695363.0,3695905.0,26.10206865625,586913,0,60,0,0,60,0,0,674
1180,3695328.0,3695904.0,26.1011474,574174,0,41,1,12757,12799,360,11,655
1181,3695348.0,3695900.0,26.10133398125,573243,0,38,2,13690,13730,394,12,653
1182,3695315.0,3695890.0,26.10121070625,572061,0,48,1,14863,14912,427,13,646
1183,3695297.0,3695902.0,26.1012021375,577530,2,56,1,9384,9443,261,8,680
1184,3695363.0,3695905.0,26.10206865625,586929,2,42,0,0,44,0,0,705
1185,3695314.0,3695905.0,26.1011000875,581137,0,56,3,5777,5836,162,5,688
1186,3695337.0,3695903.0,26.1013455375,584567,0,41,0,2365,2406,65,2,670
1187,3695346.0,3695899.0,26.101461037500002,583416,2,53,2,3500,3557,97,3,704
1188,3695363.0,3695905.0,26.10206865625,586929,2,41,1,0,44,0,0,659
1189,3695305.0,3695898.0,26.1013630625,578954,0,47,0,7972,8019,228,7,670
1190,3695363.0,3695905.0,26.10206865625,586927,0,43,3,0,46,0,0,663
1191,3695326.0,3695895.0,26.1012167875,579931,0,51,0,6991,7042,195,6,658
1192,3695341.0,3695906.0,26.1013448125,572071,1,48,3,14850,14902,427,13,644
1193,3695326.0,3695885.0,26.10127495625,581525,2,25,1,5420,5448,162,5,645
1194,3695308.0,3695897.0,26.10128055,581365,0,50,1,5557,5608,162,5,667
1195,3695338.0,3695909.0,26.10153686875,583722,0,41,1,3209,3251,97,3,624
1196,3695334.0,3695903.0,26.1012808125,571977,0,53,2,14941,14996,427,13,675
1197,3695363.0,3695905.0,26.10206865625,586922,5,44,2,0,51,0,0,671
1198,3695333.0,3695902.0,26.10119710625,585678,0,58,1,1236,1295,33,1,643
1199,3695306.0,3695888.0,26.10144424375,582319,1,40,2,4611,4654,130,4,654
1200,3695317.0,3695895.0,26.10120486875,581315,0,45,1,5612,5658,162,5,647
1201,3695341.0,3695902.0,26.10142921875,574362,2,48,1,12560,12611,360,11,697
1202,3695363.0,3695905.0,26.10206865625,586912,1,57,3,0,61,0,0,715
1203,3695363.0,3695905.0,26.10206865625,586925,1,43,4,0,48,0,0,646
1204,3695323.0,3695906.0,26.1014343375,585715,3,60,0,1195,1258,33,1,697
1205,3695295.0,3695882.0,26.1009978,572027,1,57,1,14887,14946,427,13,670
1206,3695344.0,3695901.0,26.10151445625,578861,1,52,1,8058,8112,228,7,661
1207,3695309.0,3695897.0,26.10123931875,572130,0,60,0,14783,14843,427,13,633
1208,3695331.0,3695898.0,26.10111653125,585780,0,38,0,1155,1193,33,1,635
1209,3695325.0,3695891.0,26.1013892875,575587,0,44,1,11341,11386,327,10,692
1211,3695309.0,3695887.0,26.1012111875,584638,0,41,2,2292,2335,65,2,671
1212,3695363.0,3695905.0,26.10206865625,586921,0,51,1,0,52,0,0,672
1213,3695363.0,3695905.0,26.10206865625,586932,0,38,3,0,41,0,0,674
1214,3695363.0,3695905.0,26.10206865625,586925,2,44,2,0,48,0,0,698
1215,3695325.0,3695892.0,26.10122250625,583666,0,42,1,3264,3307,97,3,681
1216,3695326.0,3695895.0,26.10094655625,569892,2,30,2,17047,17081,495,15,661
1217,3695344.0,3695898.0,26.10157155625,575473,3,49,3,11445,11500,327,10,671
1218,3695363.0,3695905.0,26.10206865625,586929,0,44,0,0,44,0,0,673
1219,3695363.0,3695905.0,26.10206865625,586932,0,41,0,0,41,0,0,686
1220,3695363.0,3695905.0,26.10206865625,586936,0,36,1,0,37,0,0,710
1221,3695363.0,3695905.0,26.10206865625,586932,0,38,3,0,41,0,0,683
1224,3695293.0,3695876.0,26.101108325,570800,2,51,2,16118,16173,461,14,674
1225,3695363.0,3695905.0,26.10206865625,586914,0,59,0,0,59,0,0,690
1226,3695321.0,3695908.0,26.1013196625,576679,0,47,2,10245,10294,294,9,672
1227,3695363.0,3695905.0,26.10206865625,586927,1,45,0,0,46,0,0,692
1228,3695363.0,3695905.0,26.10206865625,586920,0,52,1,0,53,0,0,684
1229,3695363.0,3695905.0,26.10206865625,586933,0,38,2,0,40,0,0,661
1230,3695315.0,3695901.0,26.10127091875,581148,0,42,1,5782,5825,162,5,683
1231,3695307.0,3695895.0,26.10122131875,576292,0,50,5,10626,10681,294,9,686
1232,3695299.0,3695874.0,26.10116528125,578001,0,36,0,8936,8972,261,8,667
1233,3695363.0,3695905.0,26.10206865625,586924,0,48,1,0,49,0,0,673
1234,3695363.0,3695905.0,26.10206865625,586924,2,45,2,0,49,0,0,644
1235,3695363.0,3695905.0,26.10206865625,586919,0,50,4,0,54,0,0,640
1236,3695363.0,3695905.0,26.10206865625,586930,0,41,2,0,43,0,0,721
1237,3695329.0,3695893.0,26.10128009375,578912,0,44,1,8016,8061,228,7,649
1238,3695295.0,3695874.0,26.1011381125,576451,0,50,3,10469,10522,294,9,653
1239,3695303.0,3695877.0,26.10129665625,572089,0,41,0,14843,14884,427,13,653
1240,3695278.0,3695879.0,26.1012930875,581017,2,53,1,5900,5956,162,5,657
1241,3695314.0,3695904.0,26.1011525375,570830,0,43,1,16099,16143,461,14,641
1242,3695289.0,3695898.0,26.1011246625,582317,1,43,1,4611,4656,130,4,703
1243,3695311.0,3695899.0,26.1011755375,574779,2,47,3,12142,12194,360,11,675
1244,3695363.0,3695905.0,26.10206865625,586917,0,54,2,0,56,0,0,676
1245,3695312.0,3695888.0,26.10133480625,584637,0,40,3,2293,2336,65,2,678
1246,3695304.0,3695890.0,26.10114156875,572925,0,63,2,13983,14048,394,12,665
1247,3695363.0,3695905.0,26.10206865625,586921,0,49,3,0,52,0,0,699
1248,3695307.0,3695891.0,26.1012175,584546,0,43,2,2382,2427,65,2,680
1249,3695308.0,3695876.0,26.10116578125,581221,1,45,1,5705,5752,162,5,698
1250,3695307.0,3695881.0,26.101072425,580084,1,38,2,6848,6889,195,6,648
1251,3695363.0,3695905.0,26.10206865625,586923,0,49,1,0,50,0,0,670
1252,3695276.0,3695889.0,26.1012377625,573121,0,48,0,13804,13852,394,12,654
1253,3695326.0,3695883.0,26.1013147875,572887,0,35,1,14050,14086,394,12,671
1254,3695363.0,3695905.0,26.10206865625,586920,0,51,2,0,53,0,0,708
1255,3695330.0,3695897.0,26.1012963,578908,3,47,2,8013,8065,228,7,663
1256,3695363.0,3695905.0,26.10206865625,586921,2,50,0,0,52,0,0,718
1257,3695363.0,3695905.0,26.10206865625,586926,2,42,3,0,47,0,0,688
1258,3695363.0,3695905.0,26.10206865625,586918,0,55,0,0,55,0,0,696
1259,3695321.0,3695891.0,26.10109554375,582137,0,53,0,4783,4836,130,4,672
1260,3695320.0,3695898.0,26.1014540125,573104,0,52,1,13816,13869,394,12,647
1261,3695363.0,3695905.0,26.10206865625,586919,1,51,2,0,54,0,0,674
1262,3695363.0,3695905.0,26.10206865625,586925,0,46,2,0,48,0,0,706
1263,3695363.0,3695905.0,26.10206865625,586922,0,50,1,0,51,0,0,668
1264,3695363.0,3695905.0,26.10206865625,586924,4,45,0,0,49,0,0,673
1265,3695346.0,3695904.0,26.10140680625,585819,0,42,3,1109,1154,33,1,670
1266,3695363.0,3695905.0,26.10206865625,586926,0,46,1,0,47,0,0,690
1267,3695294.0,3695899.0,26.101420762500002,573230,2,27,1,13713,13743,394,12,686
1268,3695363.0,3695905.0,26.10206865625,586917,0,54,2,0,56,0,0,687
1269,3695335.0,3695896.0,26.10133945625,584632,0,56,1,2284,2341,65,2,685
1270,3695332.0,3695887.0,26.10137664375,584703,0,40,0,2230,2270,65,2,665
1271,3695304.0,3695890.0,26.1010943625,585848,2,56,4,1063,1125,33,1,680
1272,3695326.0,3695902.0,26.10127913125,577432,0,65,2,9474,9541,261,8,688
1273,3695304.0,3695881.0,26.1009368875,572806,0,57,2,14108,14167,394,12,670
1274,3695363.0,3695905.0,26.10206865625,586926,0,47,0,0,47,0,0,680
1275,3695306.0,3695888.0,26.1011196375,581242,4,45,2,5680,5731,162,5,678
1276,3695363.0,3695905.0,26.10206865625,586931,3,38,1,0,42,0,0,681
1277,3695323.0,3695906.0,26.1014343375,585737,0,39,2,1195,1236,33,1,679
1278,3695293.0,3695893.0,26.10119711875,581138,0,46,5,5784,5835,162,5,677
1279,3695313.0,3695893.0,26.1014012125,583332,0,36,2,3603,3641,97,3,664
1280,3695309.0,3695886.0,26.1011083125,571166,0,39,0,15768,15807,461,14,651
1281,3695297.0,3695876.0,26.10117804375,585838,0,68,0,1067,1135,33,1,670
1282,3695363.0,3695905.0,26.10206865625,586924,0,47,2,0,49,0,0,674
1283,3695363.0,3695905.0,26.10206865625,586933,1,37,2,0,40,0,0,689
1284,3695336.0,3695905.0,26.10132050625,581208,0,51,3,5711,5765,162,5,670
1285,3695363.0,3695905.0,26.10206865625,586939,0,34,0,0,34,0,0,647
1287,3695314.0,3695891.0,26.10093354375,583426,0,46,1,3500,3547,97,3,653
1288,3695331.0,3695900.0,26.1012675625,576532,0,44,1,10396,10441,294,9,661
1289,3695363.0,3695905.0,26.10206865625,586912,0,60,1,0,61,0,0,649
1290,3695338.0,3695898.0,26.10137093125,583315,3,50,3,3602,3658,97,3,680
1291,3695314.0,3695896.0,26.10107575,572078,3,38,0,14854,14895,427,13,652
1292,3695323.0,3695906.0,26.101286175,571784,0,40,3,15146,15189,427,13,636
1293,3695363.0,3695905.0,26.10206865625,586911,0,60,2,0,62,0,0,696
1294,3695363.0,3695905.0,26.10206865625,586906,1,66,0,0,67,0,0,708
1295,3695286.0,3695902.0,26.1010792375,580904,1,42,1,6025,6069,162,5,679
1296,3695300.0,3695878.0,26.1011384625,584688,0,51,0,2234,2285,65,2,687
1297,3695363.0,3695905.0,26.10206865625,586919,0,52,2,0,54,0,0,684
1298,3695363.0,3695905.0,26.10206865625,586938,0,33,2,0,35,0,0,681
1299,3695363.0,3695905.0,26.10206865625,586914,0,58,1,0,59,0,0,684
1300,3695363.0,3695905.0,26.10206865625,586914,0,57,2,0,59,0,0,706
1301,3695258.0,3695863.0,26.1010634875,576553,0,48,3,10369,10420,294,9,640
1302,3695316.0,3695891.0,26.10102760625,577879,0,44,0,9050,9094,261,8,644
1303,3695324.0,3695892.0,26.10129880625,582120,1,41,2,4809,4853,130,4,669
1304,3695339.0,3695894.0,26.10123514375,581173,0,42,1,5757,5800,162,5,669
1305,3695363.0,3695905.0,26.10206865625,586927,1,43,2,0,46,0,0,702
1306,3695333.0,3695901.0,26.1014261125,582338,0,58,1,4576,4635,130,4,663
1307,3695269.0,3695893.0,26.10091675,571079,3,48,1,15842,15894,461,14,701
1308,3695317.0,3695906.0,26.10120141875,578676,0,37,0,8260,8297,228,7,672
1309,3695363.0,3695905.0,26.10206865625,586931,0,41,1,0,42,0,0,665
1310,3695363.0,3695905.0,26.10206865625,586922,0,50,1,0,51,0,0,692
1311,3695258.0,3695906.0,26.1012815125,574180,0,42,3,12748,12793,360,11,666
1312,3695290.0,3695905.0,26.10132194375,576660,0,61,1,10251,10313,294,9,699
1313,3695323.0,3695886.0,26.1011746,575343,0,43,2,11585,11630,327,10,678
1314,3695363.0,3695905.0,26.10206865625,586910,1,59,3,0,63,0,0,681
1315,3695363.0,3695905.0,26.10206865625,586927,1,43,2,0,46,0,0,685
1316,3695315.0,3695901.0,26.10101245625,585689,0,37,3,1244,1284,33,1,685
1317,3695334.0,3695890.0,26.10134411875,578825,0,48,2,8098,8148,228,7,681
1318,3695301.0,3695896.0,26.10105025,575009,0,70,0,11894,11964,327,10,651
1319,3695329.0,3695899.0,26.1010623,578928,0,52,2,7991,8045,228,7,667
1320,3695350.0,3695894.0,26.10134243125,576451,0,49,0,10473,10522,294,9,639
1321,3695342.0,3695906.0,26.101410981249998,584667,0,52,2,2252,2306,65,2,668
1322,3695363.0,3695905.0,26.10206865625,586935,0,37,1,0,38,0,0,662
1323,3695363.0,3695905.0,26.10206865625,586915,0,56,2,0,58,0,0,693
1324,3695292.0,3695874.0,26.1011126125,580141,2,28,2,6800,6832,195,6,674
1325,3695288.0,3695893.0,26.1010830375,580014,2,48,0,6909,6959,195,6,687
1326,3695344.0,3695903.0,26.10154319375,580985,1,41,1,5945,5988,162,5,690
1327,3695295.0,3695883.0,26.10113275625,582379,0,57,0,4537,4594,130,4,671
1328,3695331.0,3695899.0,26.1012450375,577681,1,41,3,9247,9292,261,8,669
1329,3695363.0,3695905.0,26.10206865625,586942,0,31,0,0,31,0,0,676
1330,3695315.0,3695899.0,26.1011269,577712,2,41,3,9215,9261,261,8,661
1331,3695363.0,3695905.0,26.10206865625,586922,0,50,1,0,51,0,0,686
1332,3695300.0,3695883.0,26.10128283125,580071,0,37,1,6864,6902,195,6,647
1333,3695363.0,3695905.0,26.10206865625,586934,3,36,0,0,39,0,0,699
1334,3695327.0,3695897.0,26.1009663375,585712,0,50,0,1211,1261,33,1,669
1335,3695322.0,3695898.0,26.1012218,585751,1,46,2,1173,1222,33,1,723
