hbm_id,cycles,mem_cycles,avg_latency,repair_none,repair_layer_a,repair_layer_b,repair_layer_c,repair_layer_d,total_repaired,K,bad_banks,ded_rows
0,3695363.0,3695905.0,26.10206865625,586896,0,76,1,0,77,0,0,699
1,3695297.0,3695889.0,26.1012622125,579150,1,39,1,7782,7823,228,7,679
2,3695312.0,3695904.0,26.101058125,583463,0,47,2,3461,3510,97,3,655
3,3695363.0,3695905.0,26.10206865625,586931,0,40,2,0,42,0,0,668
4,3695276.0,3695892.0,26.1011871125,581299,3,54,1,5616,5674,162,5,673
5,3695320.0,3695879.0,26.1013729375,576513,0,52,1,10407,10460,294,9,707
6,3695319.0,3695898.0,26.10124635,574158,0,52,4,12759,12815,360,11,649
7,3695332.0,3695885.0,26.1011224875,583389,0,56,0,3528,3584,97,3,658
8,3695322.0,3695902.0,26.1014448375,583549,2,42,0,3380,3424,97,3,654
9,3695314.0,3695890.0,26.10116398125,572112,0,57,1,14803,14861,427,13,635
10,3695363.0,3695905.0,26.10206865625,586922,0,50,1,0,51,0,0,690
11,3695363.0,3695905.0,26.10206865625,586924,1,47,1,0,49,0,0,636
12,3695303.0,3695905.0,26.1014198125,576518,0,47,4,10404,10455,294,9,699
13,3695335.0,3695899.0,26.10125146875,582252,0,55,2,4664,4721,130,4,660
15,3695342.0,3695900.0,26.101565,574673,0,41,1,12258,12300,360,11,632
16,3695330.0,3695904.0,26.10146058125,585795,0,54,0,1124,1178,33,1,684
17,3695321.0,3695884.0,26.1015374625,578997,0,67,4,7905,7976,228,7,671
18,3695294.0,3695889.0,26.10109293125,570877,0,41,2,16053,16096,461,14,643
19,3695318.0,3695896.0,26.1013641375,577770,1,55,1,9146,9203,261,8,692
20,3695293.0,3695880.0,26.101331225,582527,0,41,1,4404,4446,130,4,680
21,3695327.0,3695905.0,26.1012015375,584480,0,46,1,2446,2493,65,2,664
22,3695363.0,3695905.0,26.10206865625,586936,1,35,1,0,37,0,0,669
23,3695363.0,3695905.0,26.10206865625,586920,1,52,0,0,53,0,0,717
24,3695305.0,3695876.0,26.1011433625,577615,0,52,0,9306,9358,261,8,670
25,3695314.0,3695896.0,26.10137651875,573827,2,52,0,13092,13146,360,11,652
26,3695303.0,3695892.0,26.1012960625,584571,0,48,1,2353,2402,65,2,702
27,3695326.0,3695890.0,26.101156,572235,0,46,2,14690,14738,427,13,652
28,3695339.0,3695908.0,26.10113190625,575374,2,41,0,11556,11599,327,10,662
29,3695308.0,3695888.0,26.101302625,572017,1,58,2,14895,14956,427,13,668
30,3695294.0,3695900.0,26.10124205,585710,0,54,0,1209,1263,33,1,684
31,3695363.0,3695905.0,26.10206865625,586929,1,43,0,0,44,0,0,639
32,3695302.0,3695891.0,26.10121714375,572049,2,42,2,14878,14924,427,13,654
33,3695302.0,3695892.0,26.10140825625,579074,1,44,1,7853,7899,228,7,672
34,3695341.0,3695903.0,26.1014310125,571047,0,42,0,15884,15926,461,14,650
35,3695363.0,3695905.0,26.10206865625,586918,0,51,4,0,55,0,0,714
36,3695327.0,3695887.0,26.10128474375,582295,0,61,2,4615,4678,130,4,648
37,3695363.0,3695905.0,26.10206865625,586927,0,45,1,0,46,0,0,672
38,3695318.0,3695887.0,26.101237525,576716,0,46,1,10210,10257,294,9,680
39,3695326.0,3695890.0,26.10115026875,583465,1,22,0,3485,3508,97,3,683
40,3695328.0,3695901.0,26.1011958,583567,1,62,3,3340,3406,97,3,624
41,3695363.0,3695905.0,26.10206865625,586927,0,44,2,0,46,0,0,687
42,3695363.0,3695905.0,26.10206865625,586929,1,42,1,0,44,0,0,721
43,3695322.0,3695887.0,26.10113228125,584753,0,47,0,2173,2220,65,2,686
44,3695300.0,3695862.0,26.10124098125,577954,0,59,2,8958,9019,261,8,683
45,3695363.0,3695905.0,26.10206865625,586922,3,47,1,0,51,0,0,655
46,3695311.0,3695901.0,26.10136531875,579853,2,49,2,7067,7120,195,6,680
47,3695301.0,3695892.0,26.10132599375,578724,1,48,0,8200,8249,228,7,674
48,3695300.0,3695896.0,26.10104990625,578670,0,60,1,8242,8303,228,7,678
50,3695330.0,3695899.0,26.10125768125,571003,2,42,2,15924,15970,461,14,626
51,3695298.0,3695890.0,26.10115396875,572271,0,62,4,14636,14702,427,13,669
52,3695283.0,3695893.0,26.1011357125,571172,1,40,4,15756,15801,461,14,661
53,3695323.0,3695886.0,26.1010011375,583455,0,47,1,3470,3518,97,3,658
54,3695363.0,3695905.0,26.10206865625,586907,0,64,2,0,66,0,0,668
55,3695308.0,3695897.0,26.10126745625,576371,0,41,0,10561,10602,294,9,673
56,3695363.0,3695905.0,26.10206865625,586910,0,62,1,0,63,0,0,651
57,3695358.0,3695898.0,26.10145460625,583666,0,59,2,3246,3307,97,3,666
58,3695363.0,3695905.0,26.10206865625,586932,1,39,1,0,41,0,0,704
59,3695340.0,3695902.0,26.1011889,585623,0,44,4,1302,1350,33,1,702
60,3695321.0,3695898.0,26.1011536125,575719,2,63,1,11188,11254,327,10,686
61,3695323.0,3695886.0,26.10133981875,585830,2,44,5,1092,1143,33,1,664
62,3695320.0,3695891.0,26.100925450000002,572935,0,59,2,13977,14038,394,12,670
63,3695281.0,3695889.0,26.1012865375,582350,0,43,4,4576,4623,130,4,669
64,3695294.0,3695887.0,26.10132063125,579801,0,52,4,7116,7172,195,6,686
65,3695340.0,3695907.0,26.10129594375,579100,2,37,2,7832,7873,228,7,672
66,3695338.0,3695897.0,26.10122466875,571094,0,48,0,15831,15879,461,14,660
67,3695267.0,3695871.0,26.10107338125,583459,0,47,0,3467,3514,97,3,656
68,3695308.0,3695895.0,26.10122489375,585746,0,48,2,1177,1227,33,1,685
70,3695348.0,3695907.0,26.10141086875,573303,0,40,3,13627,13670,394,12,634
71,3695282.0,3695882.0,26.1010358375,572025,0,52,3,14893,14948,427,13,659
72,3695317.0,3695896.0,26.10107088125,584657,0,44,0,2272,2316,65,2,644
73,3695363.0,3695905.0,26.10206865625,586927,0,45,1,0,46,0,0,674
74,3695331.0,3695901.0,26.10118090625,574418,2,46,0,12507,12555,360,11,660
75,3695363.0,3695905.0,26.10206865625,586915,0,58,0,0,58,0,0,668
76,3695336.0,3695900.0,26.10138166875,582307,2,46,0,4618,4666,130,4,693
77,3695363.0,3695905.0,26.10206865625,586925,2,42,4,0,48,0,0,659
78,3695300.0,3695879.0,26.10124230625,575722,0,55,0,11196,11251,327,10,671
79,3695317.0,3695889.0,26.10129201875,571975,0,45,3,14950,14998,427,13,634
80,3695331.0,3695894.0,26.1012707875,574247,1,58,2,12665,12726,360,11,662
81,3695319.0,3695896.0,26.101056225,577761,0,42,1,9169,9212,261,8,686
82,3695288.0,3695882.0,26.10123395,569567,3,52,2,17349,17406,495,15,637
83,3695341.0,3695904.0,26.10140703125,585751,2,48,2,1170,1222,33,1,721
84,3695336.0,3695895.0,26.1013462625,577459,0,43,1,9470,9514,261,8,643
85,3695363.0,3695905.0,26.10206865625,586909,0,64,0,0,64,0,0,708
86,3695337.0,3695907.0,26.10148811875,573279,0,43,2,13649,13694,394,12,655
87,3695338.0,3695898.0,26.10137093125,583329,0,39,3,3602,3644,97,3,649
88,3695323.0,3695904.0,26.1011787625,578859,0,41,2,8071,8114,228,7,636
89,3695332.0,3695893.0,26.1013366,576878,1,41,2,10051,10095,294,9,671
90,3695335.0,3695898.0,26.1011563375,576508,0,47,0,10418,10465,294,9,664
91,3695363.0,3695905.0,26.10206865625,586922,0,49,2,0,51,0,0,693
92,3695363.0,3695905.0,26.10206865625,586922,1,49,1,0,51,0,0,714
93,3695348.0,3695900.0,26.101275556250002,579943,1,54,4,6971,7030,195,6,644
94,3695295.0,3695885.0,26.10125506875,585810,0,46,1,1116,1163,33,1,669
95,3695349.0,3695899.0,26.10152195625,582307,0,48,0,4618,4666,130,4,683
96,3695318.0,3695896.0,26.100939750000002,580978,0,36,2,5957,5995,162,5,656
97,3695314.0,3695886.0,26.10119605,574155,0,57,3,12758,12818,360,11,703
98,3695340.0,3695896.0,26.10132168125,582444,0,39,1,4489,4529,130,4,653
99,3695313.0,3695871.0,26.101218225,573741,0,42,0,13190,13232,394,12,656
100,3695363.0,3695905.0,26.10206865625,586922,0,49,2,0,51,0,0,730
101,3695334.0,3695906.0,26.10125314375,581239,0,56,1,5677,5734,162,5,664
102,3695304.0,3695888.0,26.1013522125,570589,0,60,0,16324,16384,461,14,712
103,3695326.0,3695904.0,26.10124205625,576669,0,34,0,10270,10304,294,9,674
104,3695285.0,3695883.0,26.1014002625,585719,1,44,4,1205,1254,33,1,708
105,3695328.0,3695894.0,26.10120475625,575206,6,59,2,11700,11767,327,10,698
106,3695283.0,3695880.0,26.1011943875,580043,2,49,1,6878,6930,195,6,715
108,3695270.0,3695890.0,26.10128165,585864,0,37,3,1069,1109,33,1,687
109,3695363.0,3695905.0,26.10206865625,586920,0,52,1,0,53,0,0,689
110,3695326.0,3695900.0,26.10150288125,583643,0,65,1,3264,3330,97,3,707
111,3695363.0,3695905.0,26.10206865625,586928,1,42,2,0,45,0,0,667
112,3695327.0,3695905.0,26.10155165625,585797,1,32,2,1141,1176,33,1,655
113,3695363.0,3695905.0,26.10206865625,586927,0,46,0,0,46,0,0,673
114,3695363.0,3695905.0,26.10206865625,586905,0,66,2,0,68,0,0,677
115,3695305.0,3695874.0,26.10141444375,574492,1,53,2,12425,12481,360,11,699
116,3695289.0,3695904.0,26.10108040625,580794,3,38,5,6133,6179,162,5,691
117,3695363.0,3695905.0,26.10206865625,586932,0,39,2,0,41,0,0,681
118,3695363.0,3695905.0,26.10206865625,586923,0,48,2,0,50,0,0,717
119,3695337.0,3695908.0,26.10142898125,585886,3,52,1,1031,1087,33,1,703
120,3695291.0,3695890.0,26.10092306875,583549,0,55,1,3368,3424,97,3,685
121,3695304.0,3695899.0,26.10117019375,578712,2,48,0,8211,8261,228,7,704
122,3695363.0,3695905.0,26.10206865625,586917,1,51,4,0,56,0,0,694
123,3695363.0,3695905.0,26.10206865625,586926,0,46,1,0,47,0,0,665
124,3695327.0,3695905.0,26.1012256125,582345,0,39,1,4588,4628,130,4,641
125,3695307.0,3695866.0,26.1010217625,572105,0,59,0,14809,14868,427,13,701
126,3695363.0,3695905.0,26.10206865625,586929,0,41,3,0,44,0,0,688
127,3695314.0,3695875.0,26.10117781875,570100,0,32,0,16841,16873,495,15,656
128,3695363.0,3695905.0,26.10206865625,586935,0,38,0,0,38,0,0,646
129,3695363.0,3695905.0,26.10206865625,586934,0,38,1,0,39,0,0,669
130,3695279.0,3695870.0,26.10113119375,581185,0,50,1,5737,5788,162,5,636
131,3695342.0,3695902.0,26.10110415,585731,0,41,2,1199,1242,33,1,679
132,3695282.0,3695881.0,26.101099375,585723,0,57,1,1192,1250,33,1,661
133,3695321.0,3695903.0,26.1014102625,583490,0,37,1,3445,3483,97,3,687
134,3695363.0,3695905.0,26.10206865625,586924,1,47,1,0,49,0,0,669
135,3695339.0,3695898.0,26.10111379375,577601,2,55,0,9315,9372,261,8,679
136,3695340.0,3695900.0,26.10118543125,584673,0,58,2,2240,2300,65,2,703
137,3695363.0,3695905.0,26.10206865625,586919,0,49,5,0,54,0,0,697
138,3695335.0,3695902.0,26.10130655,578716,0,47,0,8210,8257,228,7,655
139,3695320.0,3695893.0,26.10114705625,576551,0,50,5,10367,10422,294,9,681
140,3695328.0,3695905.0,26.10134111875,584554,0,43,1,2375,2419,65,2,669
141,3695363.0,3695905.0,26.10206865625,586916,0,56,1,0,57,0,0,701
142,3695335.0,3695902.0,26.10118316875,582584,0,48,2,4339,4389,130,4,690
143,3695323.0,3695906.0,26.10127353125,582207,0,41,1,4724,4766,130,4,642
144,3695324.0,3695905.0,26.10152328125,580105,1,37,3,6827,6868,195,6,678
145,3695363.0,3695905.0,26.10206865625,586929,1,43,0,0,44,0,0,691
146,3695363.0,3695905.0,26.10206865625,586916,0,56,1,0,57,0,0,678
147,3695306.0,3695906.0,26.10108839375,578627,0,35,2,8309,8346,228,7,639
148,3695331.0,3695904.0,26.1014336375,579605,0,40,0,7328,7368,195,6,673
149,3695337.0,3695906.0,26.1015144625,576351,7,47,1,10567,10622,294,9,701
150,3695322.0,3695883.0,26.10112953125,569547,0,40,1,17385,17426,495,15,647
151,3695288.0,3695886.0,26.10103500625,585780,0,39,2,1152,1193,33,1,670
152,3695363.0,3695905.0,26.10206865625,586909,2,60,2,0,64,0,0,680
153,3695314.0,3695888.0,26.10115135,580107,0,42,2,6822,6866,195,6,643
154,3695363.0,3695905.0,26.10206865625,586926,1,44,2,0,47,0,0,678
155,3695338.0,3695898.0,26.101307975,585690,0,39,3,1241,1283,33,1,679
156,3695328.0,3695898.0,26.10127578125,569885,1,47,0,17040,17088,495,15,638
157,3695256.0,3695869.0,26.101066468750002,579758,3,64,2,7146,7215,195,6,707
158,3695336.0,3695902.0,26.1012344375,584692,3,45,0,2233,2281,65,2,694
159,3695332.0,3695900.0,26.10141503125,574056,1,65,1,12850,12917,360,11,644
160,3695315.0,3695897.0,26.1012529,578946,0,59,1,7967,8027,228,7,651
161,3695350.0,3695896.0,26.1013222875,579977,0,46,2,6948,6996,195,6,682
162,3695329.0,3695898.0,26.10136245,582319,2,40,3,4609,4654,130,4,664
163,3695313.0,3695892.0,26.10128164375,585766,0,38,0,1169,1207,33,1,679
164,3695363.0,3695905.0,26.10206865625,586919,0,52,2,0,54,0,0,684
165,3695315.0,3695892.0,26.10144221875,575655,0,41,2,11275,11318,327,10,685
166,3695363.0,3695905.0,26.10206865625,586912,0,61,0,0,61,0,0,711
167,3695363.0,3695905.0,26.10206865625,586922,0,49,2,0,51,0,0,664
168,3695363.0,3695905.0,26.10206865625,586923,1,48,1,0,50,0,0,647
169,3695304.0,3695873.0,26.1013621,584704,2,38,0,2229,2269,65,2,689
170,3695363.0,3695905.0,26.10206865625,586915,0,58,0,0,58,0,0,694
171,3695313.0,3695899.0,26.101271525,582324,0,42,1,4606,4649,130,4,699
172,3695337.0,3695902.0,26.10126184375,580365,0,41,1,6566,6608,195,6,663
173,3695330.0,3695905.0,26.10134303125,572044,0,39,4,14886,14929,427,13,675
174,3695308.0,3695899.0,26.1013531625,574565,0,41,2,12365,12408,360,11,685
175,3695363.0,3695905.0,26.10206865625,586923,0,49,1,0,50,0,0,664
176,3695301.0,3695890.0,26.10115146875,574579,0,66,1,12327,12394,360,11,681
177,3695347.0,3695896.0,26.10144305,574349,1,51,1,12571,12624,360,11,696
178,3695363.0,3695905.0,26.10206865625,586929,0,38,6,0,44,0,0,666
179,3695363.0,3695905.0,26.10206865625,586919,0,52,2,0,54,0,0,652
180,3695337.0,3695894.0,26.101370218750002,573270,5,49,1,13648,13703,394,12,675
181,3695290.0,3695900.0,26.101216075,585698,0,49,0,1226,1275,33,1,655
182,3695324.0,3695902.0,26.10148321875,577941,1,51,1,8979,9032,261,8,667
183,3695262.0,3695892.0,26.10135566875,576487,2,38,0,10446,10486,294,9,686
184,3695363.0,3695905.0,26.10206865625,586937,0,35,1,0,36,0,0,695
185,3695330.0,3695897.0,26.101508850000002,580132,0,43,1,6797,6841,195,6,659
186,3695363.0,3695905.0,26.10206865625,586930,0,42,1,0,43,0,0,706
187,3695273.0,3695899.0,26.101208675,582346,6,55,1,4565,4627,130,4,704
188,3695313.0,3695888.0,26.1009695625,580034,0,49,1,6889,6939,195,6,691
189,3695331.0,3695888.0,26.101333375,576512,0,49,0,10412,10461,294,9,690
190,3695335.0,3695892.0,26.10130011875,581257,0,52,0,5664,5716,162,5,662
191,3695305.0,3695900.0,26.1014457875,579741,0,66,3,7163,7232,195,6,664
192,3695363.0,3695905.0,26.10206865625,586933,0,39,1,0,40,0,0,698
193,3695323.0,3695885.0,26.10134041875,583478,0,37,2,3456,3495,97,3,701
194,3695363.0,3695905.0,26.10206865625,586924,0,48,1,0,49,0,0,673
195,3695322.0,3695894.0,26.10120463125,570987,0,51,0,15935,15986,461,14,682
196,3695323.0,3695899.0,26.10108828125,577841,0,44,2,9086,9132,261,8,699
197,3695308.0,3695879.0,26.10115431875,583461,2,53,1,3456,3512,97,3,684
198,3695363.0,3695905.0,26.10206865625,586920,2,49,2,0,53,0,0,684
199,3695363.0,3695905.0,26.10206865625,586920,1,51,1,0,53,0,0,722
200,3695349.0,3695902.0,26.101559275,585632,0,60,1,1280,1341,33,1,705
201,3695313.0,3695883.0,26.10134254375,575519,0,67,1,11386,11454,327,10,696
202,3695363.0,3695905.0,26.10206865625,586924,0,48,1,0,49,0,0,676
203,3695355.0,3695904.0,26.10131370625,579046,0,37,1,7889,7927,228,7,644
204,3695312.0,3695896.0,26.10089694375,585750,0,45,1,1177,1223,33,1,682
205,3695273.0,3695901.0,26.101369724999998,581206,0,59,2,5706,5767,162,5,678
206,3695343.0,3695901.0,26.101336831250002,585843,5,56,2,1067,1130,33,1,690
207,3695363.0,3695905.0,26.10206865625,586922,0,49,2,0,51,0,0,664
208,3695363.0,3695905.0,26.10206865625,586930,0,37,6,0,43,0,0,671
209,3695338.0,3695903.0,26.10136783125,584681,0,53,5,2234,2292,65,2,701
210,3695329.0,3695905.0,26.1011956875,573349,1,54,0,13569,13624,394,12,623
211,3695363.0,3695905.0,26.10206865625,586916,0,57,0,0,57,0,0,724
212,3695363.0,3695905.0,26.10206865625,586928,0,43,2,0,45,0,0,686
213,3695345.0,3695899.0,26.10156571875,585804,2,42,4,1121,1169,33,1,656
214,3695345.0,3695906.0,26.10121465,585881,0,49,2,1041,1092,33,1,695
215,3695304.0,3695894.0,26.10115861875,576430,1,45,1,10496,10543,294,9,654
216,3695326.0,3695902.0,26.10122596875,583476,0,37,3,3457,3497,97,3,707
217,3695288.0,3695882.0,26.10123228125,583313,0,61,3,3596,3660,97,3,698
218,3695363.0,3695905.0,26.10206865625,586917,1,54,1,0,56,0,0,686
219,3695340.0,3695902.0,26.10123146875,585717,0,45,1,1210,1256,33,1,706
220,3695363.0,3695905.0,26.10206865625,586931,0,41,1,0,42,0,0,710
221,3695363.0,3695905.0,26.10206865625,586926,1,43,3,0,47,0,0,668
222,3695329.0,3695899.0,26.101447574999998,584739,0,39,1,2194,2234,65,2,675
223,3695324.0,3695897.0,26.10135900625,584573,1,43,1,2355,2400,65,2,689
224,3695286.0,3695863.0,26.10130560625,585778,0,39,0,1156,1195,33,1,636
225,3695302.0,3695884.0,26.10125946875,579928,0,46,0,6999,7045,195,6,674
226,3695319.0,3695896.0,26.101284625,581168,1,37,4,5763,5805,162,5,677
227,3695338.0,3695901.0,26.101379143750002,579889,0,33,4,7047,7084,195,6,668
228,3695340.0,3695891.0,26.10160731875,576338,0,55,1,10579,10635,294,9,665
229,3695363.0,3695905.0,26.10206865625,586924,0,48,1,0,49,0,0,647
230,3695343.0,3695901.0,26.101425175,575270,2,61,3,11637,11703,327,10,659
231,3695333.0,3695895.0,26.10131369375,576926,1,42,2,10002,10047,294,9,658
232,3695363.0,3695905.0,26.10206865625,586936,0,36,1,0,37,0,0,702
233,3695363.0,3695905.0,26.10206865625,586921,0,51,1,0,52,0,0,689
234,3695363.0,3695905.0,26.10206865625,586919,0,54,0,0,54,0,0,690
235,3695333.0,3695902.0,26.10135890625,585874,0,39,0,1060,1099,33,1,673
236,3695329.0,3695892.0,26.10110425625,585793,0,46,2,1132,1180,33,1,698
237,3695363.0,3695905.0,26.10206865625,586925,0,48,0,0,48,0,0,659
238,3695363.0,3695905.0,26.10206865625,586914,2,56,1,0,59,0,0,687
239,3695277.0,3695865.0,26.1011447875,581276,1,51,0,5645,5697,162,5,674
240,3695318.0,3695893.0,26.10143388125,585872,2,39,5,1055,1101,33,1,677
241,3695363.0,3695905.0,26.10206865625,586923,1,45,4,0,50,0,0,671
242,3695347.0,3695897.0,26.1015455625,583352,2,52,0,3567,3621,97,3,659
243,3695284.0,3695898.0,26.1012572,585795,0,36,1,1141,1178,33,1,641
244,3695339.0,3695897.0,26.101255175,585728,0,53,5,1187,1245,33,1,667
245,3695302.0,3695898.0,26.10117065,583563,0,53,1,3356,3410,97,3,659
246,3695363.0,3695905.0,26.10206865625,586921,0,50,2,0,52,0,0,688
247,3695363.0,3695905.0,26.10206865625,586922,1,49,1,0,51,0,0,641
248,3695274.0,3695847.0,26.1009788625,577526,0,44,3,9400,9447,261,8,692
249,3695363.0,3695905.0,26.10206865625,586925,0,48,0,0,48,0,0,646
250,3695305.0,3695890.0,26.101247675,581165,1,54,3,5750,5808,162,5,709
251,3695294.0,3695898.0,26.101154675,585801,0,63,2,1107,1172,33,1,676
252,3695301.0,3695891.0,26.10111951875,580311,0,52,0,6610,6662,195,6,682
253,3695337.0,3695894.0,26.10136210625,576391,0,43,3,10536,10582,294,9,658
254,3695363.0,3695905.0,26.10206865625,586918,0,55,0,0,55,0,0,684
255,3695363.0,3695905.0,26.10206865625,586913,0,60,0,0,60,0,0,715
256,3695363.0,3695905.0,26.10206865625,586918,1,50,4,0,55,0,0,679
257,3695363.0,3695905.0,26.10206865625,586936,0,35,2,0,37,0,0,693
258,3695326.0,3695898.0,26.101277475,585752,3,51,0,1167,1221,33,1,745
259,3695363.0,3695905.0,26.10206865625,586925,1,44,3,0,48,0,0,685
260,3695363.0,3695905.0,26.10206865625,586928,0,42,3,0,45,0,0,636
261,3695363.0,3695905.0,26.10206865625,586926,0,47,0,0,47,0,0,673
262,3695373.0,3695906.0,26.10154068125,572509,0,45,0,14419,14464,427,13,705
263,3695330.0,3695896.0,26.1014370875,578024,0,55,0,8894,8949,261,8,687
264,3695322.0,3695897.0,26.1012290625,580131,1,32,0,6809,6842,195,6,649
265,3695363.0,3695905.0,26.10206865625,586926,0,43,4,0,47,0,0,660
266,3695330.0,3695895.0,26.1011889,577985,2,46,2,8938,8988,261,8,672
267,3695320.0,3695890.0,26.10134948125,583495,0,36,0,3442,3478,97,3,635
268,3695315.0,3695882.0,26.10130524375,585705,0,47,0,1221,1268,33,1,663
269,3695292.0,3695877.0,26.10109055625,582458,1,67,0,4447,4515,130,4,664
270,3695306.0,3695900.0,26.10130023125,584617,0,49,1,2306,2356,65,2,679
271,3695317.0,3695891.0,26.10126245625,576548,1,35,2,10387,10425,294,9,631
272,3695363.0,3695905.0,26.10206865625,586923,0,49,1,0,50,0,0,661
273,3695330.0,3695900.0,26.1010280875,577727,3,56,0,9187,9246,261,8,685
274,3695315.0,3695891.0,26.101306918749998,584478,0,55,2,2438,2495,65,2,681
275,3695335.0,3695894.0,26.101018425,584679,0,43,0,2251,2294,65,2,667
276,3695326.0,3695898.0,26.101277475,585747,0,57,2,1167,1226,33,1,694
277,3695363.0,3695905.0,26.10206865625,586925,0,46,2,0,48,0,0,698
278,3695322.0,3695896.0,26.1013112,585883,0,55,2,1033,1090,33,1,686
279,3695338.0,3695900.0,26.10124634375,585812,0,48,3,1110,1161,33,1,665
280,3695363.0,3695905.0,26.10206865625,586916,0,55,2,0,57,0,0,661
281,3695327.0,3695901.0,26.10140526875,571781,2,45,1,15144,15192,427,13,660
282,3695316.0,3695892.0,26.1012251375,571173,0,39,4,15757,15800,461,14,687
283,3695276.0,3695849.0,26.10095523125,585828,0,66,1,1078,1145,33,1,656
284,3695325.0,3695896.0,26.101107475,569536,4,50,5,17378,17437,495,15,662
285,3695323.0,3695899.0,26.10104000625,584598,0,42,3,2330,2375,65,2,705
286,3695303.0,3695870.0,26.10131501875,585824,0,53,2,1094,1149,33,1,666
287,3695313.0,3695868.0,26.10099960625,580206,3,38,0,6726,6767,195,6,692
288,3695337.0,3695889.0,26.1012611375,577638,0,48,4,9283,9335,261,8,641
289,3695326.0,3695898.0,26.101277475,585755,0,48,3,1167,1218,33,1,684
290,3695351.0,3695906.0,26.1014071625,585872,4,53,0,1044,1101,33,1,702
291,3695297.0,3695896.0,26.1010905375,581226,1,41,4,5701,5747,162,5,688
292,3695291.0,3695885.0,26.10119688125,581378,0,46,1,5548,5595,162,5,666
293,3695333.0,3695901.0,26.1014986,585864,3,56,1,1049,1109,33,1,678
294,3695363.0,3695905.0,26.10206865625,586923,1,44,5,0,50,0,0,658
295,3695363.0,3695905.0,26.10206865625,586935,0,37,1,0,38,0,0,630
296,3695363.0,3695905.0,26.10206865625,586925,0,48,0,0,48,0,0,719
297,3695320.0,3695893.0,26.10137175625,581310,2,43,1,5617,5663,162,5,645
298,3695286.0,3695863.0,26.10130560625,585768,0,48,1,1156,1205,33,1,717
299,3695343.0,3695905.0,26.101254224999998,578819,0,42,1,8111,8154,228,7,706
300,3695323.0,3695900.0,26.10120904375,584737,1,51,1,2183,2236,65,2,681
301,3695363.0,3695905.0,26.10206865625,586923,0,47,3,0,50,0,0,679
302,3695277.0,3695867.0,26.10095453125,583549,0,50,1,3373,3424,97,3,630
303,3695335.0,3695900.0,26.101351275,578857,1,51,1,8063,8116,228,7,660
304,3695300.0,3695895.0,26.10120678125,571967,1,52,2,14951,15006,427,13,664
305,3695353.0,3695900.0,26.10151375,585694,2,36,2,1239,1279,33,1,667
306,3695363.0,3695905.0,26.10206865625,586925,0,43,5,0,48,0,0,693
307,3695315.0,3695882.0,26.10125018125,573198,0,52,0,13723,13775,394,12,712
308,3695316.0,3695878.0,26.10120678125,577832,0,37,2,9102,9141,261,8,682
309,3695363.0,3695905.0,26.10206865625,586926,2,43,2,0,47,0,0,696
310,3695342.0,3695897.0,26.101521124999998,585817,0,46,0,1110,1156,33,1,667
311,3695333.0,3695901.0,26.10116911875,579036,0,55,3,7879,7937,228,7,660
312,3695338.0,3695907.0,26.10128080625,583529,1,61,0,3382,3444,97,3,679
313,3695363.0,3695905.0,26.10206865625,586911,1,56,5,0,62,0,0,655
314,3695363.0,3695905.0,26.10206865625,586928,5,39,1,0,45,0,0,663
315,3695341.0,3695896.0,26.101219175,575268,0,44,1,11660,11705,327,10,676
316,3695363.0,3695905.0,26.10206865625,586936,0,36,1,0,37,0,0,669
317,3695363.0,3695905.0,26.10206865625,586911,1,58,3,0,62,0,0,689
318,3695363.0,3695905.0,26.10206865625,586908,0,65,0,0,65,0,0,647
319,3695363.0,3695905.0,26.10206865625,586926,0,47,0,0,47,0,0,673
320,3695341.0,3695902.0,26.10126375625,579981,0,46,1,6945,6992,195,6,642
321,3695314.0,3695901.0,26.1014127625,579030,0,48,2,7893,7943,228,7,692
322,3695315.0,3695901.0,26.10101245625,585669,0,59,1,1244,1304,33,1,699
323,3695339.0,3695891.0,26.10152291875,583403,0,66,0,3504,3570,97,3,677
324,3695327.0,3695907.0,26.10112404375,582155,1,45,3,4769,4818,130,4,666
325,3695323.0,3695874.0,26.10147941875,582475,0,54,1,4443,4498,130,4,707
326,3695318.0,3695897.0,26.10135566875,576592,3,58,1,10319,10381,294,9,671
327,3695363.0,3695905.0,26.10206865625,586918,0,53,2,0,55,0,0,703
328,3695285.0,3695897.0,26.101283425,574623,0,49,2,12299,12350,360,11,669
329,3695323.0,3695902.0,26.101215475,580072,1,39,0,6861,6901,195,6,702
330,3695363.0,3695905.0,26.10206865625,586917,1,54,1,0,56,0,0,713
331,3695294.0,3695898.0,26.101154675,585829,0,37,0,1107,1144,33,1,663
332,3695315.0,3695896.0,26.10125576875,577631,0,53,2,9287,9342,261,8,702
333,3695306.0,3695888.0,26.10125171875,577791,0,60,3,9119,9182,261,8,677
334,3695339.0,3695902.0,26.10136998125,569799,0,52,0,17122,17174,495,15,672
335,3695363.0,3695905.0,26.10206865625,586926,0,46,1,0,47,0,0,701
336,3695363.0,3695905.0,26.10206865625,586927,2,43,1,0,46,0,0,670
337,3695363.0,3695905.0,26.10206865625,586924,2,46,1,0,49,0,0,656
338,3695363.0,3695905.0,26.10206865625,586924,0,49,0,0,49,0,0,677
339,3695363.0,3695905.0,26.10206865625,586933,0,39,1,0,40,0,0,669
340,3695363.0,3695905.0,26.10206865625,586920,0,51,2,0,53,0,0,676
